loc_id,loc_x,loc_y,passed num,['bus_id']
7771,208176.2,455462.7,1,['6100']
8001,202490.6,456374.1,17,"['100', '102', '103', '106', '107', '108', '140', '142', '150', '151', '153', '160', '172', '6011', '710', 'N15', 'N16']"
8002,202419.6,456271.1,18,"['100', '102', '103', '106', '107', '108', '1128', '140', '142', '150', '151', '153', '160', '172', '6011', '710', 'N15', 'N16']"
8003,202133.9,456010,20,"['100', '102', '103', '104', '106', '107', '108', '109', '140', '142', '150', '151', '152', '153', '160', '172', '6011', '710', 'N15', 'N16']"
8004,202091.3,455960.7,19,"['100', '102', '103', '106', '107', '108', '140', '142', '143', '150', '151', '153', '160', '171', '172', '6011', '710', 'N15', 'N16']"
8005,201916.9,455475.6,21,"['100', '102', '103', '104', '106', '107', '108', '109', '140', '142', '143', '150', '151', '152', '160', '171', '172', '6011', '710', 'N15', 'N16']"
8006,201926.8,455376.8,21,"['100', '102', '103', '104', '106', '107', '108', '109', '140', '142', '143', '150', '151', '152', '160', '171', '172', '6011', '710', 'N15', 'N16']"
8007,201601.1,454913.1,21,"['100', '102', '103', '104', '106', '107', '108', '109', '140', '142', '143', '150', '151', '152', '160', '171', '172', '6011', '710', 'N15', 'N16']"
8008,201575.3,454864.6,21,"['100', '102', '103', '104', '106', '107', '108', '109', '140', '142', '143', '150', '151', '152', '160', '171', '172', '6011', '710', 'N15', 'N16']"
8009,200815.3,454481.2,21,"['100', '102', '104', '106', '107', '108', '109', '1111', '140', '143', '150', '151', '160', '162', '171', '172', '272', '273', '6011', '710', 'N16']"
8010,200739.5,454421.3,21,"['100', '102', '104', '106', '107', '108', '109', '1111', '140', '143', '150', '151', '160', '162', '171', '172', '272', '273', '6011', '710', 'N16']"
8101,202846.4,456710.3,5,"['100', '103', '1113', '1164', '172']"
8102,203162.1,456915.5,5,"['100', '1017', '103', '1137', '172']"
8103,203377,457126,1,['100']
8104,203805.9,457589.4,1,['100']
8105,204002.8,457863,3,"['100', '1146', '147']"
8106,204299.7,458212.6,3,"['100', '1146', '147']"
8107,199472.7,456792.5,7,"['1020', '110A_korea', '1166', '1213', '153', '1711', '7211']"
8108,199497.3,456820.3,3,"['1166', '1213', '171']"
8110,199538.3,456797.2,5,"['1020', '110B_kukmin', '153', '1711', '7211']"
8111,199924.2,456576,6,"['1020', '110A_korea', '1213', '153', '1711', '7211']"
8112,200011.3,456560.6,7,"['1020', '110B_kukmin', '1213', '153', '171', '1711', '7211']"
8113,200270.7,456432.5,5,"['110A_korea', '1213', '153', '171', '7211']"
8114,200205.8,456479.2,6,"['1020', '110B_kukmin', '1213', '153', '171', '7211']"
8115,200670.6,456248.6,6,"['110A_korea', '1114', '1213', '153', '171', '7211']"
8116,200670.4,456280.3,6,"['110B_kukmin', '1114', '1213', '153', '171', '7211']"
8117,201013.9,456096.6,6,"['1114', '1213', '153', '171', '6101', '7211']"
8118,201000.8,456147.1,6,"['1114', '1213', '153', '171', '6101', '7211']"
8119,201296.4,455980.1,11,"['110A_korea', '1113', '1114', '1164', '1213', '143', '153', '171', '7211', 'sungbuk06', 'sungbuk07']"
8120,201334.5,456017.8,12,"['110B_kukmin', '1113', '1114', '1164', '1213', '143', '153', '171', '2115', '7211', 'sungbuk06', 'sungbuk07']"
8121,201686,455849.8,11,"['110A_korea', '1113', '1114', '1164', '1213', '143', '153', '171', '7211', 'sungbuk06', 'sungbuk07']"
8122,201728.5,455891.3,2,"['1113', '153']"
8123,202169.9,455815.6,7,"['104', '109', '110A_korea', '1213', '152', '6101', '7211']"
8124,202093,455831,6,"['110B_kukmin', '1213', '143', '171', '6101', '7211']"
8125,202346.9,456028.9,3,"['110A_korea', '1213', '7211']"
8126,202355,456114.1,5,"['110B_kukmin', '1128', '1164', '1213', '7211']"
8127,202746.4,456002.6,3,"['110A_korea', '1213', '7211']"
8128,202991.1,455883.4,3,"['1017', '1111', '163']"
8129,203107,455934.9,4,"['1017', '1111', '1164', '163']"
8130,203310.5,455833.4,3,"['1017', '1111', '163']"
8131,203469.3,455891.4,5,"['1017', '1111', '1113', '120', '163']"
8132,203670.4,455786.9,4,"['1111', '120', '1226', '163']"
8133,203727.1,455931.2,3,"['1111', '120', '163']"
8134,203782,455941.4,4,"['1111', '120', '1226', '163']"
8135,203962.6,456081,4,"['1111', '120', '1226', '163']"
8136,204098.4,456215.7,3,"['1111', '120', '163']"
8137,204388.3,456361.3,3,"['1111', '120', '163']"
8138,204339.4,456373.3,3,"['1111', '120', '163']"
8139,204666.9,456545.7,3,"['1111', '120', '163']"
8140,204644.1,456574.1,3,"['1111', '120', '163']"
8141,205154.6,456865,4,"['1111', '1222', '163', 'N13']"
8142,204962.4,456783.6,3,"['1111', '120', '163']"
8143,205205.5,456945.3,4,"['1111', '1222', '163', 'N13']"
8144,205478,457095.1,3,"['1222', '163', 'N13']"
8145,205436.4,457111,3,"['1222', '163', 'N13']"
8146,205808.6,457199.8,10,"['1131', '1132', '1135', '1136', '1141', '1146', '1155', '1156', '1222', '163']"
8147,205937.3,457274.4,15,"['1131', '1132', '1135', '1136', '1141', '1146', '1155', '1156', '1222', '2113', '2114', 'N13', 'nowon03', 'nowon04', 'nowon13']"
8148,202749.2,456260.6,7,"['101', '1128', '121', '130', '141', '144', '148']"
8149,202788.9,456245.3,6,"['101', '121', '130', '141', '144', '148']"
8150,202917.7,455766.8,12,"['101', '1017', '110A_korea', '1111', '121', '1213', '130', '141', '144', '148', '163', '7211']"
8151,202983.4,455723.7,12,"['101', '1017', '110B_kukmin', '1111', '121', '1213', '130', '141', '144', '148', '163', '7211']"
8152,203016.4,455522.2,12,"['101', '1017', '110A_korea', '1111', '121', '1213', '130', '141', '144', '148', '163', '7211']"
8153,203071.6,455452.2,12,"['101', '1017', '110B_kukmin', '1111', '121', '1213', '130', '141', '144', '148', '163', '7211']"
8154,203150.8,455031.4,12,"['101', '1017', '110A_korea', '1111', '121', '1213', '130', '141', '144', '148', '163', '7211']"
8155,203194,454986.1,12,"['101', '1017', '110B_kukmin', '1111', '121', '1213', '130', '141', '144', '148', '163', '7211']"
8156,203074.2,454338.7,7,"['101', '1017', '1111', '144', '163', '273', '7211']"
8157,202791.7,453958.2,6,"['101', '1017', '144', '163', '7211', 'sungbuk04']"
8158,202561.7,453678,3,"['101', '144', '163']"
8159,202210.5,453355.5,3,"['101', '144', '163']"
8160,199957,457559.9,3,"['1020', '110A_korea', '110B_kukmin']"
8161,200247.6,457481.6,6,"['1020', '110A_korea', '110B_kukmin', '1113', '143', '162']"
8162,200253.8,457499.4,6,"['1020', '110A_korea', '110B_kukmin', '1113', '143', '162']"
8163,200551.6,457108.1,7,"['1020', '110A_korea', '110B_kukmin', '1113', '143', '162', 'sungbuk06']"
8164,200574.3,457106.3,7,"['1020', '110A_korea', '110B_kukmin', '1113', '143', '162', 'sungbuk06']"
8165,200743.3,456891.3,6,"['1014', '110A_korea', '110B_kukmin', '1113', '143', '162']"
8166,200785.9,456836.6,7,"['1014', '110A_korea', '110B_kukmin', '1113', '143', '162', 'sungbuk07']"
8167,200867.1,456546.8,7,"['1014', '110A_korea', '110B_kukmin', '1113', '143', '162', 'sungbuk07']"
8168,200896.3,456498.8,6,"['1014', '1113', '143', '162', 'sungbuk06', 'sungbuk07']"
8169,201007.6,456180.5,8,"['1014', '110A_korea', '110B_kukmin', '1113', '143', '162', 'sungbuk06', 'sungbuk07']"
8170,201029.3,456177.8,8,"['1014', '110A_korea', '110B_kukmin', '1113', '143', '162', 'sungbuk06', 'sungbuk07']"
8171,201945.7,456887.3,5,"['104', '109', '1115', '121', '152']"
8172,201983.4,456815.7,4,"['104', '109', '121', '152']"
8173,202056.2,456477.4,5,"['104', '109', '1115', '121', '152']"
8174,202078.4,456474.3,4,"['104', '109', '121', '152']"
8175,201267,454565.4,8,"['103', '1111', '142', '152', '2115', '272', '273', 'N15']"
8176,201299.5,454574.4,9,"['103', '1111', '1162', '142', '152', '2115', '272', '273', 'N15']"
8177,201524.2,454302.7,9,"['1014', '103', '1111', '142', '152', '2115', '272', '273', 'N15']"
8178,201521.6,454342.9,10,"['1014', '103', '1111', '1162', '142', '152', '2115', '272', '273', 'N15']"
8179,201671,454037.3,6,"['1014', '103', '142', '152', '272', 'N15']"
8180,201765.4,453886.1,4,"['103', '152', '272', 'N15']"
8181,201836.7,453653.9,5,"['1014', '103', '152', '272', 'N15']"
8182,201864.9,453654.2,4,"['103', '152', '272', 'N15']"
8183,201912.2,453473.5,5,"['1014', '103', '152', '272', 'N15']"
8184,202007.6,453324.4,4,"['103', '152', '272', 'N15']"
8185,204446.6,458185.2,5,"['103', '1111', '1218', '145', '172']"
8186,204434.4,458237.8,5,"['103', '1111', '1218', '145', '172']"
8187,204720,457822.3,3,"['1111', '1218', '145']"
8188,204846.4,457779.1,3,"['1111', '1218', '145']"
8189,205057.3,457384.4,3,"['1111', '1218', '145']"
8190,205077.3,457401.8,3,"['1111', '1218', '145']"
8191,205228.4,457175.7,3,"['1111', '1218', '145']"
8192,205273.6,457159.7,3,"['1111', '1218', '145']"
8193,205436.3,456916.6,2,"['1218', '145']"
8194,205472.1,456912.5,2,"['1218', '145']"
8195,205652.6,456637,3,"['1122', '1218', '145']"
8196,205711,456600.5,3,"['1122', '1218', '145']"
8197,205838.7,456332.2,3,"['1122', '1218', '145']"
8198,205859.4,456352.8,3,"['1122', '1218', '145']"
8199,203967.3,457751.2,1,['147']
8200,204040.2,457720.3,2,"['1146', '147']"
8201,204200.4,457572.5,1,['147']
8202,204232.2,457573.4,2,"['1146', '147']"
8203,204415.8,457407.5,2,"['147', '261']"
8204,204424,457427.8,2,"['147', '261']"
8205,204658.4,457214.8,2,"['147', '261']"
8206,204676.6,457232.3,2,"['147', '261']"
8207,204902.6,456950.7,2,"['147', '261']"
8208,204922.1,456961.4,2,"['147', '261']"
8209,205079.9,456738.5,5,"['120', '1222', '147', '261', 'N13']"
8210,205023.3,456838.1,2,"['147', '261']"
8211,205215.2,456573.3,5,"['120', '1222', '147', '261', 'N13']"
8212,205229.8,456587.3,5,"['120', '1222', '147', '261', 'N13']"
8213,205317.4,456449.3,5,"['120', '1222', '147', '261', 'N13']"
8214,205365.7,456422.4,5,"['120', '1222', '147', '261', 'N13']"
8215,205459,456235.8,5,"['120', '1222', '147', '261', 'N13']"
8216,205483.1,456223.6,5,"['120', '1222', '147', '261', 'N13']"
8217,204744.4,457772.3,5,"['1017', '103', '1137', '172', '261']"
8218,204714.8,457768.8,6,"['1017', '103', '1137', '1146', '172', '261']"
8219,204574.5,457635.1,5,"['1017', '103', '1137', '172', '261']"
8220,204561.6,457644.4,6,"['1017', '103', '1137', '1146', '172', '261']"
8221,204401.4,457495.1,5,"['1017', '103', '1137', '172', '261']"
8222,204384,457501.3,7,"['1017', '103', '1137', '1146', '172', '261', 'sungbuk14']"
8223,199236,455008.2,2,"['1111', '2112']"
8224,199388.3,454985.8,2,"['1111', '2112']"
8225,199438.5,455021.8,2,"['1111', '2112']"
8226,199632.1,454896.4,2,"['1111', '2112']"
8227,199641.8,454913.1,2,"['1111', '2112']"
8228,199893.1,454821,3,"['1111', '2112', 'sungbuk03']"
8229,199807.9,454839,3,"['1111', '2112', 'sungbuk03']"
8230,200064.4,454853,3,"['1111', '2112', 'sungbuk03']"
8231,200135.2,454860.7,3,"['1111', '2112', 'sungbuk03']"
8232,200250.3,454695.8,3,"['1111', '2112', 'sungbuk03']"
8233,200245.9,454749.8,3,"['1111', '2112', 'sungbuk03']"
8234,200322.1,454580.4,3,"['1111', '2112', 'sungbuk03']"
8235,200356.7,454578.3,2,"['1111', '2112']"
8236,200485.4,454353.3,1,['2112']
8237,200512.5,454386.1,3,"['1111', '2112', 'sungbuk03']"
8240,203643.3,455339.7,1,['1226']
8241,203200.3,456943.6,1,['6011']
8245,202082.2,455941.5,3,"['1113', '1114', '1164']"
8246,202038.9,455957.1,2,"['1113', 'sungbuk08']"
8247,202314.8,456145.6,4,"['1113', '1115', '1164', '121']"
8248,202278.4,456159.4,2,"['1113', '121']"
8249,202652.5,456736.1,2,"['1128', 'sungbuk09']"
8250,201181.9,456884.2,2,"['1164', '2115']"
8251,201269.1,456765.8,2,"['1164', '2115']"
8252,201300.1,456755.9,2,"['1164', '2115']"
8253,201359.6,456625,2,"['1164', '2115']"
8254,201371.2,456625.9,2,"['1164', '2115']"
8255,201320.2,456305.7,2,"['1164', '2115']"
8256,201341.3,456325.3,2,"['1164', '2115']"
8257,201295.7,456066.5,2,"['1164', '2115']"
8258,200529.5,457845.8,2,"['1014', '1114']"
8259,200547.4,457659,2,"['1014', '1114']"
8260,200680.5,457460.7,2,"['1014', '1114']"
8261,200686.4,457465.4,2,"['1014', '1114']"
8262,200776.6,457396.3,3,"['1014', '1114', '1166']"
8263,201183.2,455884.8,3,"['1014', '162', '2115']"
8264,201192.2,455916.7,3,"['1014', '162', '2115']"
8265,201216.6,455677.5,5,"['1014', '1162', '162', '2115', 'sungbuk20']"
8266,201223.5,455663.1,3,"['1014', '162', '2115']"
8267,201325.7,455257.3,4,"['1014', '1162', '162', '2115']"
8268,201384.1,455169.9,4,"['1014', '1162', '162', '2115']"
8269,201434.1,454874.6,4,"['1014', '1162', '162', '2115']"
8270,201448,454884.3,4,"['1014', '1162', '162', '2115']"
8271,203982,456062.5,1,['1226']
8272,203824.8,455812.5,1,['1226']
8273,203604.1,455106.2,1,['1226']
8274,203617.8,455102.6,1,['1226']
8275,203561,457182.2,4,"['1017', '103', '1137', '172']"
8276,203575.5,457202.8,4,"['1017', '103', '1137', '172']"
8277,203777.3,457146.5,4,"['1017', '103', '1137', '172']"
8278,203800.9,457156.3,5,"['1017', '103', '1137', '172', 'sungbuk13']"
8279,203983.6,457137.3,4,"['1017', '103', '1137', '172']"
8280,204042.4,457152.6,4,"['1017', '103', '1137', '172']"
8281,204303.2,457108.9,4,"['1017', '103', '1137', '172']"
8282,204305.4,457149.1,4,"['1017', '103', '1137', '172']"
8283,203118.5,456781.2,3,"['1017', '1113', '120']"
8284,203135.9,456784.2,2,"['1017', '120']"
8285,203150.1,456657,3,"['1017', '1113', '120']"
8286,203176.4,456623,3,"['1017', '1113', '120']"
8287,203230.7,456342.5,3,"['1017', '1113', '120']"
8288,203235.5,456385.1,3,"['1017', '1113', '120']"
8289,203294.6,456063.8,3,"['1017', '1113', '120']"
8290,203307.2,456095.6,3,"['1017', '1113', '120']"
8293,204287.1,457396,4,"['1017', '103', '1137', '172']"
8294,204281.5,457360.2,4,"['1017', '103', '1137', '172']"
8295,201788.7,453994.3,3,"['1111', '2115', '273']"
8296,201773.4,454015.1,4,"['1111', '1162', '2115', '273']"
8297,201937.5,454059,3,"['1111', '2115', '273']"
8298,201975.5,454083.6,3,"['1111', '2115', '273']"
8299,202302.8,454062.8,3,"['1111', '2115', '273']"
8300,202249.7,454094.8,4,"['1111', '2115', '273', 'sungbuk04']"
8301,202695.7,454079.5,3,"['1111', '2115', '273']"
8302,202673.8,454094.5,2,"['1111', '273']"
8303,202613.6,453754,2,"['2115', 'sungbuk04']"
8304,202601.6,454035.2,2,"['2115', 'sungbuk04']"
8305,201459.5,454719.7,5,"['1014', '1162', 'sungbuk04', 'sungbuk20', 'sungbuk22']"
8306,201474.9,454716.4,1,['1014']
8307,201549.2,454474.4,1,['1162']
8308,201551.7,454490.3,1,['sungbuk04']
8310,201690.8,454392.2,1,['sungbuk04']
8311,201963.2,454384.7,1,['sungbuk04']
8312,201967.3,454394.5,1,['sungbuk04']
8313,202029.2,454241.9,1,['sungbuk04']
8315,202066.2,454156,1,['sungbuk04']
8316,202077.2,454156.4,1,['sungbuk04']
8318,201082.1,454617.7,3,"['1111', '272', '273']"
8320,200375.6,456522.8,2,"['1020', '1114']"
8321,200392.4,456518.3,2,"['1020', '1114']"
8322,200446.7,456760,3,"['1020', '1114', 'sungbuk06']"
8323,200464.7,456819.6,2,"['1020', '1114']"
8324,200625.4,457024.5,3,"['1114', '1166', 'sungbuk06']"
8325,200642.5,457013.4,2,"['1114', '1166']"
8326,201717.4,453998,3,"['1014', '142', '273']"
8327,202594,456475.7,6,"['1113', '1115', '1164', '1165', '121', '8111']"
8328,200794.5,457433.2,2,"['1166', '8111']"
8329,202563.3,456493.9,2,"['1113', '121']"
8330,201208.9,455747.5,1,['1162']
8332,205775.8,457131.5,1,['261']
8333,205770.1,457119.3,1,['261']
8334,203718.7,455300.1,1,['1226']
8335,205854.8,456799.3,1,['261']
8336,202115.6,455839.2,2,"['1114', '1164']"
8338,200786.3,457293.2,2,"['1014', '1114']"
8339,205806,457199.1,3,"['1132', '1135', '1136']"
8340,205933.5,457272.2,4,"['1132', '1135', '1136', '2114']"
8341,205753,456847.2,1,['1122']
8342,205707.1,456874.2,2,"['1122', '261']"
8344,200043.7,457569.2,3,"['1113', '143', '162']"
8347,199980.1,457568.3,3,"['1020', '110A_korea', '110B_kukmin']"
8348,200644.4,457537,2,"['1014', '1114']"
8349,200579.1,457839.9,2,"['1014', '1114']"
8350,200552.7,457658.5,2,"['1014', '1114']"
8353,204224.6,456300.3,1,['sungbuk12']
8355,200488.8,455533.3,1,['1162']
8356,200574.5,455525,1,['1162']
8357,200662.4,455480.5,1,['1162']
8358,200653.4,455471.5,1,['1162']
8359,200501.5,455344.3,1,['1162']
8360,200818.9,455548.5,1,['1162']
8361,200834.9,455630.8,1,['1162']
8364,201079.6,455768.4,1,['1162']
8365,201258.7,455499.5,1,['1162']
8366,201217.3,455753.6,1,['1162']
8367,200561.9,455227,1,['1162']
8368,200563.9,455515.7,1,['1162']
8369,200348.1,455494.3,1,['1162']
8370,200497.5,455521.4,1,['1162']
8371,201164.1,457041.3,2,"['1164', '2115']"
8372,201057.7,457275.3,2,"['1164', '2115']"
8373,201032.8,457338.1,2,"['1164', '2115']"
8380,201408.5,456441.3,2,"['1164', '2115']"
8381,201386.5,456429.4,2,"['1164', '2115']"
8382,201182.5,456898.6,2,"['1164', '2115']"
8390,200389.3,456970.4,1,['1166']
8391,200356.8,456946.6,1,['1166']
8392,200007.4,456858.6,1,['1166']
8393,200003,456829.1,1,['1166']
8394,199942.4,456648.5,1,['1166']
8395,199956.8,456657.3,1,['1166']
8396,203636.1,455601.2,1,['1226']
8400,201601.1,455939,7,"['110B_kukmin', '1114', '1164', '1213', '143', '171', '7211']"
8401,202898.8,456637.4,1,['1164']
8402,203047,456326.7,1,['1164']
8403,203180.7,456110.7,1,['1164']
8404,204994.8,456761.9,3,"['1111', '120', '163']"
8405,200439.9,454404.7,1,['1111']
8448,200988.4,455618,1,['sungbuk22']
8449,202405.8,455448.1,1,['sungbuk15']
8450,204272.5,458192.9,1,['sungbuk14']
8451,203860.1,457448.8,1,['sungbuk13']
8452,203575.6,456929.7,1,['sungbuk10']
8453,201449.6,457186,2,"['sungbuk08', 'sungbuk09']"
8454,200898.5,457043.8,1,['sungbuk07']
8455,199818.5,457152.1,1,['sungbuk06']
8456,200978.1,456118.8,1,['sungbuk05']
8457,201452.8,454752,1,['sungbuk04']
8458,201202.2,453926.7,1,['sungbuk03']
8459,200991.7,453672.2,1,['sungbuk02']
8460,200759.4,454979.5,1,['sungbuk01']
8462,200933.3,453417.4,1,['jongro03']
8463,200970.5,455339.5,1,['sungbuk22']
8464,203079.7,454862.6,1,['sungbuk21']
8465,203170.2,454941.3,1,['sungbuk20']
8466,202451.9,455456.8,1,['sungbuk15']
8467,203729.5,457347.1,1,['sungbuk13']
8468,203569.5,456830.5,1,['sungbuk10']
8469,201482.8,457043.5,2,"['sungbuk08', 'sungbuk09']"
8470,200809.6,456861.8,1,['sungbuk07']
8471,200969.3,455906.7,1,['sungbuk05']
8473,201179.7,453969.5,1,['sungbuk03']
8474,200986.5,453772.7,1,['sungbuk02']
8475,200820.1,455117.7,1,['sungbuk01']
8477,201122.3,455272.1,1,['sungbuk22']
8478,203043.1,454983.6,1,['sungbuk21']
8479,203149.5,454781.1,1,['sungbuk20']
8480,202580.7,455555.7,1,['sungbuk15']
8481,203996.6,457728.5,1,['sungbuk14']
8482,203650.8,457198.9,1,['sungbuk13']
8483,204185.7,456513.3,1,['sungbuk12']
8484,203484.8,456569.3,1,['sungbuk10']
8485,201555.2,456935.3,2,"['sungbuk08', 'sungbuk09']"
8487,199973.9,457228.2,1,['sungbuk06']
8488,200837.4,455986.8,1,['sungbuk05']
8489,201743,454582.7,1,['sungbuk04']
8490,200966.6,454099.4,2,"['sungbuk02', 'sungbuk03']"
8491,200978.9,453897,1,['sungbuk02']
8492,201246.6,455231.9,1,['sungbuk22']
8493,203034.9,455100,1,['sungbuk21']
8494,202915.9,454648.5,1,['sungbuk20']
8495,202589.9,455502.1,2,"['sungbuk15', 'sungbuk21']"
8496,204127.6,457627.2,1,['sungbuk14']
8497,203821.9,457141.7,1,['sungbuk13']
8498,204209.3,456694.4,1,['sungbuk12']
8499,203565.6,456431.2,1,['sungbuk10']
8500,201600.7,456824.4,2,"['sungbuk08', 'sungbuk09']"
8502,200129.5,457317.4,1,['sungbuk06']
8503,200771.4,456080,1,['sungbuk05']
8504,201772.1,454417.3,1,['sungbuk04']
8505,201431.4,454886.9,2,"['sungbuk20', 'sungbuk22']"
8506,202957.1,455166.4,1,['sungbuk21']
8507,202700.9,454637.6,1,['sungbuk20']
8508,202630.2,455358.8,2,"['sungbuk15', 'sungbuk21']"
8509,204255.7,457530.5,1,['sungbuk14']
8510,204018.9,457140.2,1,['sungbuk13']
8511,204257.8,456813.1,1,['sungbuk12']
8512,203626.3,456432.5,1,['sungbuk10']
8513,201759.4,456806.3,1,['sungbuk09']
8514,201782.2,456608.9,1,['sungbuk08']
8516,200319.1,457448.7,1,['sungbuk06']
8517,200727.9,456036.2,1,['sungbuk05']
8519,200783.7,454287.9,1,['sungbuk03']
8521,202884,455262.9,1,['sungbuk21']
8522,202455.5,454835.4,1,['sungbuk20']
8523,202739.1,455383.9,1,['sungbuk15']
8524,204427.2,457516.7,1,['sungbuk14']
8525,204377,457089.9,2,"['sungbuk12', 'sungbuk13']"
8526,204323.5,457008,1,['sungbuk12']
8527,203606,456343.2,1,['sungbuk10']
8528,201913.7,456840.8,1,['sungbuk09']
8529,201917,456310.7,1,['sungbuk08']
8532,200690.4,455989,1,['sungbuk05']
8534,200597.8,454286.4,2,"['sungbuk02', 'sungbuk03']"
8535,200804.5,454291.7,1,['sungbuk02']
8536,203383.2,457134.2,2,"['gangbuk09', 'gangbuk11']"
8537,201269,455237,1,['sungbuk22']
8538,202914.2,455357.2,1,['sungbuk21']
8539,202336.2,455003.7,1,['sungbuk20']
8540,202823,455363.9,1,['sungbuk15']
8541,204513.2,457586.7,1,['sungbuk14']
8542,204465.5,457089,2,"['sungbuk12', 'sungbuk13']"
8543,203557.3,456269.8,1,['sungbuk10']
8544,202000.2,456871.4,1,['sungbuk09']
8545,201966.7,456176.5,1,['sungbuk08']
8546,202150.2,455852.9,2,"['sungbuk06', 'sungbuk07']"
8548,200729.5,456020.7,1,['sungbuk05']
8550,200792.3,454781.1,1,['sungbuk01']
8551,203796.5,457581.2,2,"['gangbuk09', 'gangbuk11']"
8552,201117.8,455282.7,1,['sungbuk22']
8553,202808.3,455374.6,1,['sungbuk21']
8554,202198.3,454961.5,1,['sungbuk20']
8555,202894.2,455369.5,1,['sungbuk15']
8556,204642.8,457691.2,1,['sungbuk14']
8557,204671.2,457159.8,2,"['sungbuk12', 'sungbuk13']"
8558,203463.8,456089.8,1,['sungbuk10']
8559,202108.7,456921.2,1,['sungbuk09']
8560,202160.8,456063.1,1,['sungbuk08']
8561,201723.2,455892.2,2,"['sungbuk06', 'sungbuk07']"
8562,200469.1,456930.2,1,['sungbuk06']
8563,200774.5,456071.4,1,['sungbuk05']
8564,202211.6,454068.1,1,['sungbuk04']
8565,200352.5,454586.7,2,"['sungbuk02', 'sungbuk03']"
8566,200455.3,454439.7,2,"['sungbuk01', 'sungbuk02']"
8567,200729.6,454742.1,1,['sungbuk01']
8568,203985.7,457821.7,2,"['gangbuk09', 'gangbuk11']"
8569,200971.9,455361.9,1,['sungbuk22']
8570,202627.2,455370.2,2,"['sungbuk15', 'sungbuk21']"
8571,202076.9,455074.1,1,['sungbuk20']
8572,203028.5,455482.4,1,['sungbuk15']
8573,204751.4,457778.5,1,['sungbuk14']
8574,204780.8,457229.9,2,"['sungbuk12', 'sungbuk13']"
8575,203321.6,456068.1,1,['sungbuk10']
8576,202254.9,456940.2,1,['sungbuk09']
8580,200809.7,455996.7,1,['sungbuk05']
8581,202398.9,454066.6,1,['sungbuk04']
8584,201947.1,455342.6,1,['sungbuk20']
8585,202900.8,455382.2,1,['sungbuk15']
8586,205023.2,457426.7,3,"['sungbuk12', 'sungbuk13', 'sungbuk14']"
8587,204882.6,457341.4,2,"['sungbuk12', 'sungbuk13']"
8588,203241.6,456368,1,['sungbuk10']
8589,202427.2,456989.8,1,['sungbuk09']
8590,202007.9,455973.1,1,['sungbuk08']
8592,200520.6,456660.3,1,['sungbuk06']
8593,200954.1,455910.4,1,['sungbuk05']
8594,202630,454075.4,1,['sungbuk04']
8596,200456,454388.4,3,"['sungbuk01', 'sungbuk02', 'sungbuk03']"
8597,204219.1,458153.5,1,['gangbuk09']
8598,201792.6,455450.1,1,['sungbuk20']
8599,202817.8,455375,1,['sungbuk15']
8600,205130.1,457297.7,3,"['sungbuk12', 'sungbuk13', 'sungbuk14']"
8602,204972.2,457462.8,2,"['sungbuk12', 'sungbuk13']"
8611,203165.7,456670,1,['sungbuk10']
8657,202634.9,456968.6,1,['sungbuk09']
8662,201997.2,456140.8,2,"['sungbuk08', 'sungbuk09']"
8714,200644,456649.8,1,['sungbuk06']
8715,204254.5,457115.1,1,['sungbuk13']
8716,202851.4,454084.9,1,['sungbuk04']
8718,200600.2,454334.5,2,"['sungbuk02', 'sungbuk03']"
8721,200608.5,454252.8,1,['sungbuk01']
8722,202544.3,455755.3,1,['sungbuk21']
8727,201589,455532.5,1,['sungbuk20']
8728,202736.6,455396.5,1,['sungbuk15']
8729,203134.8,456787.4,1,['sungbuk10']
8731,201967.4,456224,2,"['sungbuk08', 'sungbuk09']"
8733,200695.2,456571.3,1,['sungbuk06']
8734,199636.5,454877.6,1,['sungbuk03']
8744,200819.7,454457,2,"['sungbuk02', 'sungbuk03']"
8745,200765.4,454251.1,1,['sungbuk01']
8748,202628.4,455800.9,1,['sungbuk21']
8749,201504,455585.5,1,['sungbuk20']
8750,202589.1,456531.1,1,['sungbuk09']
8751,201928.4,456333.3,2,"['sungbuk08', 'sungbuk09']"
8757,200826.7,456868.2,1,['sungbuk07']
8758,200865.7,456525.2,1,['sungbuk06']
8759,199546,454778.4,1,['sungbuk03']
8760,200885.7,454365.7,1,['sungbuk02']
8765,200894.2,454294,1,['sungbuk01']
8766,202688.4,455850.1,1,['sungbuk21']
8767,201342.7,455674.2,1,['sungbuk20']
8768,205473.1,457136.7,3,"['sungbuk12', 'sungbuk13', 'sungbuk14']"
8769,202454.7,456348.9,1,['sungbuk09']
8770,201826.9,456572.7,2,"['sungbuk08', 'sungbuk09']"
8771,199345.8,454780.5,1,['sungbuk03']
8772,200922.7,454261.9,1,['sungbuk02']
8773,201026.5,454346.9,1,['sungbuk01']
8775,202732.7,455885.9,1,['sungbuk21']
8780,205191.9,457262.3,3,"['sungbuk12', 'sungbuk13', 'sungbuk14']"
8781,205734.1,457232.3,3,"['sungbuk12', 'sungbuk13', 'sungbuk14']"
8783,202133.3,456076.4,1,['sungbuk09']
8786,201743.1,456708.7,2,"['sungbuk08', 'sungbuk09']"
8787,204256,457129.4,1,['sungbuk13']
8788,199357.2,454844.5,1,['sungbuk03']
8789,200963.1,454038.3,1,['sungbuk02']
8790,201299.6,454456,1,['sungbuk01']
8791,202681,455998.7,1,['sungbuk21']
