loc_id,loc_x,loc_y,passed num,['bus_id']
1521,199899.5,454469.3,2,"['jongro07', 'jongro08']"
1522,196668.2,456391.7,1,['jongro06']
1523,196826,452144,1,['jongro05']
1524,201126.8,453528.2,1,['jongro03']
1525,198759,454230.7,1,['jongro02']
1526,198923.3,453729.7,1,['jongro01']
1527,196396.5,456382.7,1,['jongro13']
1528,199782.8,452471.9,1,['jongro12']
1529,198344.1,453589.2,1,['jongro11']
1530,197309.8,453332.3,1,['jongro09']
1531,199580.9,454332.3,1,['jongro08']
1532,199986.9,454192.7,2,"['jongro07', 'jongro08']"
1533,196683.1,456493.6,1,['jongro06']
1534,196717.1,452279.2,1,['jongro05']
1535,201285.6,453621.6,1,['jongro03']
1536,198700.9,454077.1,1,['jongro02']
1537,198848.8,453731,1,['jongro01']
1538,196269.3,456488,1,['jongro13']
1539,199630.5,452354.6,1,['jongro12']
1540,198194.1,453305.3,1,['jongro11']
1541,197451.6,453318.1,1,['jongro09']
1542,199692.5,454246.4,1,['jongro08']
1543,200054.2,454057.8,2,"['jongro07', 'jongro08']"
1544,196803.3,456601.6,1,['jongro06']
1545,196653.5,452356.6,1,['jongro05']
1546,201429.5,453584.8,1,['jongro03']
1547,198678,453843.5,1,['jongro02']
1548,198674.7,453697.6,2,"['jongro01', 'jongro02']"
1549,196183.9,456518.7,1,['jongro13']
1550,199309.3,452397.1,1,['jongro12']
1551,198175,453049.5,1,['jongro11']
1552,197551.3,453019.4,1,['jongro09']
1553,196831.5,456859.4,1,['jongro06']
1554,196444.3,452598.2,1,['jongro05']
1555,201502.1,453390,1,['jongro03']
1556,198670.1,453565.4,2,"['jongro01', 'jongro02']"
1557,196350.7,456374,1,['jongro13']
1558,199171.5,452953.8,1,['jongro12']
1559,197931.2,452545.8,2,"['jongro09', 'jongro11']"
1560,200169.7,453522.7,3,"['jongro07', 'jongro08', 'jongro12']"
1561,196951,456940.7,1,['jongro06']
1562,196530.5,452705.7,1,['jongro05']
1563,201386,453427.1,1,['jongro03']
1564,198661.9,453381.1,2,"['jongro01', 'jongro02']"
1565,196290,456303.8,1,['jongro13']
1566,199780.2,452970.2,1,['jongro12']
1567,196978.9,457104.1,1,['jongro06']
1568,196631.2,452794.5,1,['jongro05']
1569,201321.6,453444.6,1,['jongro03']
1570,198677.1,453265.7,2,"['jongro01', 'jongro02']"
1571,196246.9,456179.9,1,['jongro13']
1572,200177.6,452996,1,['jongro08']
1573,197147.4,457195.9,1,['jongro06']
1574,196643.7,452978.5,1,['jongro05']
1575,201341.6,453205.2,1,['jongro03']
1576,198734.8,453116.9,2,"['jongro01', 'jongro02']"
1577,196202,456119.8,1,['jongro13']
1578,199956.1,453179,1,['jongro12']
1579,200219,453117.8,2,"['jongro07', 'jongro08']"
1580,197222.5,457043.2,1,['jongro06']
1581,196722,452863.8,1,['jongro05']
1582,201359.2,453044.2,1,['jongro03']
1583,198809.1,452850.7,2,"['jongro01', 'jongro02']"
1584,196233,456054.9,1,['jongro13']
1585,200199.3,453515.2,2,"['jongro07', 'jongro08']"
1586,197265,456895.7,1,['jongro06']
1587,196771.1,452719.9,1,['jongro05']
1588,201375.8,452727.3,1,['jongro03']
1589,198877.5,452686.2,2,"['jongro01', 'jongro02']"
1590,196247.6,455985.7,1,['jongro13']
1591,199773.1,453449.4,1,['jongro12']
1592,200171.4,453771.1,2,"['jongro07', 'jongro08']"
1593,197346.9,456984.5,1,['jongro06']
1594,196832.8,452681.8,1,['jongro05']
1595,201258.3,452577.1,1,['jongro03']
1596,198890.4,452338.5,2,"['jongro01', 'jongro02']"
1597,196276.6,455830.5,1,['jongro13']
1598,199944,453754.9,1,['jongro12']
1599,197996.4,452489.3,2,"['jongro09', 'jongro11']"
1600,200057,453993.9,1,['jongro07']
1607,197413.4,457095.5,1,['jongro06']
1611,199693.2,453253.8,2,"['90Stour', '91Stour']"
1667,196875.5,452794.3,1,['jongro05']
1682,201035.4,452505.5,1,['jongro03']
1683,198704.3,452316.7,2,"['jongro01', 'jongro02']"
1684,196217,455828.9,1,['jongro13']
1685,197568.7,453063.2,1,['jongro09']
1686,200065.8,452957.8,1,['jongro08']
1697,199898.7,453750.3,1,['jongro07']
1698,197514.5,457150.3,1,['jongro06']
1699,196936.6,452895.6,1,['jongro05']
1702,200551.6,452409,1,['jongro03']
1714,196178.1,455710.7,1,['jongro13']
1720,198203.9,453009.3,1,['jongro11']
1721,197441.1,453331.9,1,['jongro09']
1722,199754.3,453946.1,1,['jongro07']
1723,197715.4,457224.8,1,['jongro06']
1724,196937.7,453034.6,1,['jongro05']
1725,200184.6,452435.5,2,"['jongro03', 'jongro08']"
1727,198524.6,452494.2,1,['jongro01']
1728,198251.3,453409.2,1,['jongro11']
1729,197327.3,453329.2,1,['jongro09']
1730,199777.6,452570.3,1,['jongro08']
1732,197858.7,457427.2,1,['jongro06']
1733,199774.7,453005.8,1,['6011']
1761,197557.9,452267.9,1,['6002']
1762,197688.6,452314.5,1,['6002']
1763,198273.5,452317.7,1,['6002']
1764,198306.3,452273.1,1,['6002']
1765,198683.6,452317.4,1,['6002']
1766,198725.8,452274.6,1,['6002']
1767,199182.5,452338.3,1,['6002']
1768,199204.4,452289.4,1,['6002']
1769,199724.4,452324.7,1,['6002']
1770,200443.8,452413,1,['6002']
1771,200283.2,452365.9,1,['6002']
1773,201263.8,452544.1,1,['6002']
1776,197096.3,452998.1,1,['jongro05']
1777,197483.2,452964,1,['6011']
1778,197466.4,452917.1,1,['6011']
1779,198699.6,453006,1,['6011']
1780,198719.8,452979.3,1,['6011']
1781,199019.6,453107.8,1,['6011']
1782,199973.8,453785.9,1,['6011']
1789,199149.6,453117.2,2,"['90Stour', '91Stour']"
1790,198918,452699.9,1,['jongro01']
1791,196089.9,455746.1,2,"['jongro13', 'jongro13']"
1792,198350.7,453570.5,1,['jongro11']
1793,197240,453425.4,1,['jongro09']
1794,200002.2,452352.5,1,['jongro08']
1795,197973.8,457520.5,1,['jongro06']
1796,197145.1,453029.5,1,['jongro05']
1797,200227.9,452942.1,1,['jongro03']
1798,198850.1,452863.1,1,['jongro01']
1799,196199.5,455610.5,1,['jongro13']
1800,198428.9,453907.8,1,['jongro11']
1801,197076.1,453502.2,1,['jongro09']
1802,198090.4,457417,1,['jongro06']
1803,197253.4,452968.8,1,['jongro05']
1804,200477.4,452830.3,1,['jongro03']
1805,198773.9,453074.1,2,"['jongro01', 'jongro02']"
1806,196393.7,455529,1,['jongro13']
1807,198396.9,454040.2,1,['jongro11']
1809,198223.2,457376.9,1,['jongro06']
1810,196984.4,452740.7,1,['jongro05']
1811,201042.2,452469.3,1,['jongro03']
1812,198707.1,453253.7,2,"['jongro01', 'jongro02']"
1813,196666.9,455365,1,['jongro13']
1814,198387.8,454211.2,1,['jongro11']
1815,200201.5,452868.4,1,['jongro08']
1816,198189.7,457233.2,1,['jongro06']
1817,196616,452569.2,1,['jongro05']
1818,201394.9,452725.2,1,['jongro03']
1819,198819.6,453303.7,1,['jongro01']
1821,196800.5,454823.9,1,['jongro13']
1823,198383.2,457035.1,1,['jongro06']
1824,196673.2,452444.5,1,['jongro05']
1825,201388.5,452948.1,1,['jongro03']
1826,198686.6,453381.5,1,['jongro02']
1827,198936.5,453305.2,1,['jongro01']
1829,196808.7,455026.4,1,['jongro13']
1830,198176.8,457055.4,1,['jongro06']
1831,196822.6,452407.9,1,['jongro05']
1832,201374.4,453101,1,['jongro03']
1833,198690.1,453530,1,['jongro02']
1835,196729.9,455351,1,['jongro13']
1836,198082.7,457301.2,1,['jongro06']
1837,196979.5,452277.3,1,['jongro05']
1838,201369.5,453205.8,1,['jongro03']
1839,198694.7,453692.3,1,['jongro02']
1840,196421.3,455559.6,1,['jongro13']
1841,200088.6,454044.7,1,['jongro08']
1842,198067.7,457079.5,1,['jongro06']
1843,197069.5,452194.5,1,['jongro05']
1844,201375.1,453423.7,1,['jongro03']
1845,198697.2,453816.6,1,['jongro02']
1846,196238.7,455592,1,['jongro13']
1847,199999.2,454207.8,1,['jongro08']
1848,198045,456829.2,1,['jongro06']
1849,197203.1,452115.5,1,['jongro05']
1850,201514.8,453364,1,['jongro03']
1851,198724.9,454083.2,1,['jongro02']
1852,199939.4,454456.2,1,['jongro08']
1853,197645.7,456605.9,1,['jongro06']
1855,201433.9,453598.5,1,['jongro03']
1856,198773.1,454223.6,1,['jongro02']
1858,199747.5,454394.8,1,['jongro08']
1860,199093.4,454403.5,1,['jongro02']
1861,196187.1,455708.6,1,['jongro13']
1862,199697,454257.9,1,['jongro08']
1863,196287,455815,1,['jongro13']
1864,199578.8,454356,1,['jongro08']
1865,196262.2,455978.8,1,['jongro13']
1866,199449.7,454471.8,1,['jongro08']
1868,196244.3,456060,1,['jongro13']
1869,199417.9,454525.8,1,['jongro08']
1870,196254.5,456194.5,1,['jongro13']
1872,196290.1,456288.8,1,['jongro13']
1873,196358.6,456351.5,1,['jongro13']
1874,196537.7,456150.4,1,['jongro13']
1875,196970.4,456147.1,1,['jongro13']
1876,200128.6,453772.1,3,"['jongro07', 'jongro08', 'jongro12']"
1877,200176,453243.2,2,"['jongro07', 'jongro08']"
1878,199812.3,453088.8,1,['jongro12']
1879,200195.1,452682.1,2,"['jongro03', 'jongro08']"
1881,199117.2,454327.1,1,['jongro02']
1882,196414.5,452643.2,1,['seodaemoon11']
1883,199803.4,453121.6,1,['jongro12']
1886,200177.4,453049.1,1,['jongro07']
1887,199837.2,453271.4,2,"['jongro12', 'jongro12']"
1888,198519.8,452455,2,"['jongro01', 'jongro02']"
1889,198509,452707.1,1,['jongro02']
1890,198594.1,452911.8,1,['jongro02']
1892,197775.8,452886.5,1,['6701']
1893,198512.2,452614.6,1,['6005']
1894,197930,452525.8,1,['6005']
2001,198898.4,451721.5,5,"['470', '471', '472', '9401', 'N37']"
2002,198926.8,451651.1,6,"['140', '470', '471', '472', '9401empty', 'N37']"
2003,197557.6,450616.5,3,"['1711', '6001', '7016']"
2004,197570.6,450666.4,20,"['100', '150', '151', '152', '162', '202', '421', '500', '501', '502', '503', '504', '505', '506', '507', '750A', '750B', '751', '752', 'N15']"
2005,197590.4,450666.4,13,"['401', '402', '406', '463', '604', '701', '7011', '7013A', '7013B', '9401', '9401empty', 'N16', 'N30']"
2006,197601.7,450666.9,17,"['103', '163', '201', '261', '262', '503', '603', '701', '7017', '7021', '7022', '7024', '702Aseo', '702Byongdu', '703', '704', '706']"
2007,197624.8,450667.4,14,"['100', '150', '151', '152', '162', '1711', '500', '501', '502', '504', '506', '6001', '7016', 'N15']"
2008,197683.4,451017.5,22,"['100', '150', '151', '152', '162', '202', '421', '500', '501', '502', '503', '504', '505', '506', '507', '603', '701', '702Aseo', '702Byongdu', '703', 'N15', 'N30']"
2101,196687.3,450249.9,5,"['163', '261', '463', '604', 'N16']"
2102,197016.7,450552.4,6,"['163', '261', '463', '604', 'N16', 'yongsan04']"
2103,197199.2,450759.5,3,"['163', 'N16', 'yongsan04']"
2104,197294.4,450760.9,1,['yongsan04']
2105,197295.5,450829.7,7,"['163', '261', '262', '463', '503', '604', 'N16']"
2106,197273.2,450989.3,6,"['163', '261', '262', '463', '604', 'N16']"
2107,196862,451114.8,8,"['172', '472', '603', '7011', '7013A', '7013B', '7017', 'N62']"
2108,197152.3,451217.4,4,"['7011', '7013A', '7013B', '7017']"
2109,197183,451237.9,6,"['6015', '603', '7011', '7013A', '7013B', '7017']"
2110,197272.6,451507.1,14,"['700', '701', '7019', '7021', '7024', '702Aseo', '702Byongdu', '703', '705', '707', '750A', '750B', '751', '752']"
2113,197154.3,451713.2,13,"['7019', '7021', '702Aseo', '702Byongdu', '703', '705', '752', '9701', '9703', '9709', '9709empty', '9714', '9714empty']"
2116,197646.5,451153,10,"['163', '261', '262', '463', '604', '7011', '7013A', '7013B', '7017', 'N16']"
2117,197623.7,450956.2,6,"['9701', '9703', '9709', '9709empty', '9714', '9714empty']"
2118,197679.8,451032.2,6,"['400', '405', '700', '7021', '705', '707']"
2120,197886.8,450429.6,3,"['3', '202', '400']"
2121,197738.7,451027.9,2,"['9401', '9401empty']"
2122,197719.1,451001.9,19,"['103', '104', '105', '163', '201', '202', '261', '262', '401', '405', '406', '701', '7017', '7021', '7022', '704', 'N15', 'N16', 'N30']"
2123,197676.3,450942.2,3,"['604', '7011', '706']"
2124,197897.8,451014.6,3,"['5', '402', '405']"
2125,197850.7,451008.5,2,"['402', '405']"
2126,198238.4,451300.6,4,"['5', '104', '401', '504']"
2127,198049.2,451294.1,27,"['100', '151', '152', '162', '163', '201', '202', '261', '262', '405', '421', '463', '501', '503', '505', '506', '507', '701', '7013A', '7013B', '7017', '7021', '702Aseo', '702Byongdu', '705', 'N15', 'N30']"
2128,197940.7,451452.4,12,"['150', '1711', '402', '405', '501', '502', '506', '604', '7011', '7016', '706', 'N16']"
2131,197871.6,451396.2,12,"['150', '1711', '406', '500', '504', '603', '604', '700', '7011', '7022', '707', 'N16']"
2132,197892.4,451475.1,5,"['103', '401', '402', '7016', '703']"
2133,197781.5,451524.4,5,"['101', '172', '472', '603', 'N62']"
2134,197821.5,451576.4,6,"['172', '472', '600', '602', '7019', 'N62']"
2137,198000.5,452096.6,9,"['101', '150', '1711', '402', '405', '501', '506', '7016', '91Stour']"
2139,198492,452002.8,17,"['103', '143', '151', '162', '163', '172', '201', '262', '401', '406', '701', '7017', '7021', '7022', '704', 'N15', 'N62']"
2140,198413.2,451657.5,17,"['100', '143', '151', '152', '202', '261', '262', '405', '501', '701', '7017', '7021', '702Aseo', '702Byongdu', '705', 'N15', 'N30']"
